Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Millionaire,Glory,Yo Yo Honey Singh,26/8/24,199114,76,TRUE,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop,punjabi hip hop",0.749,0.828,7,-5.609,0,0.142,0.472,0.0000624,0.231,0.398,95.981,4
Kaadhal kaditham,Jodi (Original Motion Picture Soundtrack),S. Janaki;Unni Menon;Vairamuthu,19/4/99,297324,51,FALSE,"kannada pop,tamil pop,telugu pop,sandalwood,malayalam pop,kollywood,tamil dance",0.755,0.719,6,-1.461,0,0.0297,0.654,0.00000157,0.0984,0.807,104.042,4
Velli Malare,Jodi (Original Motion Picture Soundtrack),S. P. Balasubrahmanyam;Mahalakshmi Iyer;A.R. Rahman;Vairamuthu,19/4/99,389185,47,FALSE,"telugu pop,kannada pop,tamil pop,devotional,tollywood,sandalwood,bollywood,desi,kollywood,sufi,hindi pop,tamil dance",0.535,0.86,11,-1.167,0,0.173,0.429,0,0.155,0.636,172.025,4
APT.,APT.,ROSÉ;Bruno Mars,18/10/24,169917,88,FALSE,k-pop,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
Die With A Smile,Die With A Smile (Main + Instrumental),Lady Gaga;Bruno Mars,16/10/24,251667,56,FALSE,"art pop,pop",0.52,0.608,6,-7.793,0,0.0322,0.301,0,0.122,0.536,157.974,3
Taste,Short n' Sweet,Sabrina Carpenter,23/8/24,157279,86,FALSE,pop,0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4
Kadhal Ara Onnu Vizundhuchu,Vaayai Moodi Pesavum (Original Motion Picture Soundtrack),Sean Roldan;Shakthisree Gopalan,14/3/14,225310,48,FALSE,"tamil pop,kollywood",0.638,0.731,2,-4.537,1,0.0641,0.101,0.0000334,0.248,0.684,89.928,4
Sodakku,Thaanaa Serndha Koottam (Original Motion Picture Soundtrack),Anirudh Ravichander;Anthony Daasan,3/1/18,238913,48,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,kannada pop",0.741,0.9,11,-3.634,1,0.27,0.344,0.0039,0.0362,0.663,159.557,4
Peela Peela,Thaanaa Serndha Koottam (Original Motion Picture Soundtrack),Anirudh Ravichander;Jassie Gift;Nakash Aziz;Mali,3/1/18,224021,38,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,malayalam pop,mollywood,bollywood,desi,hindi pop",0.698,0.879,1,-4.499,1,0.108,0.215,0,0.116,0.789,130.058,4
Thaanaa Serndha Koottam - Title Track,Thaanaa Serndha Koottam (Original Motion Picture Soundtrack),Anirudh Ravichander;Vignesh Shivan,3/1/18,247024,30,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.677,0.914,0,-5.286,1,0.0663,0.0199,0.00000412,0.254,0.737,100.014,4
"The OG Thug (From ""Thug Life"") (Tamil)","The OG Thug (From ""Thug Life"") (Tamil)",A.R. Rahman;Alexandra Joy;Karthik Netha,22/4/25,42365,29,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",0.516,0.841,0,-8.13,0,0.244,0.275,0.0246,0.532,0.0698,99.518,4
"Vennilavu Saaral (From ""Amaran"") (Tamil)","Vennilavu Saaral (From ""Amaran"") (Tamil)",G. V. Prakash;Kapil Kapilan;Rakshita Suresh;Yugabharathi,17/10/24,213333,52,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,malayalam pop,mollywood,kannada pop,sandalwood,tamil indie",0.661,0.589,8,-9.151,1,0.0406,0.455,0.0000077,0.249,0.362,89.934,4
"Por Veeran (Azadi) (From ""Amaran"") (Tamil)","Por Veeran (Azadi) (From ""Amaran"") (Tamil)",G. V. Prakash;Arivu,19/10/24,193469,35,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,tamil indie,malayalam hip hop",0.855,0.674,1,-9.309,1,0.119,0.419,0.0000139,0.08,0.811,98.043,4
"Uyirey (From ""Amaran"") (Tamil)","Uyirey (From ""Amaran"") (Tamil)",G. V. Prakash;Nakul Abhyankar;Ramya Bhat Abhyankar;Vivek,30/10/24,210000,52,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,kannada pop,sandalwood",0.496,0.501,10,-11.105,1,0.0292,0.164,0.0147,0.334,0.204,139.931,4
"Vaane Vaane (From ""Amaran"") (Tamil)","Vaane Vaane (From ""Amaran"") (Tamil)",G. V. Prakash;Faisal Razi;Yugabharathi,9/11/24,286265,34,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,malayalam hip hop,mollywood,malayalam pop",0.414,0.319,4,-9.913,1,0.027,0.345,0,0.0954,0.0401,82.814,4
"Amara (From ""Amaran"") (Tamil)","Amara (From ""Amaran"") (Tamil)",G. V. Prakash;Arivu,11/11/24,167191,13,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,tamil indie,malayalam hip hop",0.773,0.857,11,-8.055,1,0.105,0.598,0.000222,0.0995,0.961,89.029,4
Kanave,Amaran (Tamil),G. V. Prakash;Saindhavi;Yugabharathi,16/11/24,232695,42,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,devotional,bhajan",0.0884,0.224,4,-14.159,1,0.0371,0.928,0.0757,0.324,0.0776,68.234,4
"Kissik (From ""Pushpa 2 The Rule"") [TAMIL]","Kissik (From ""Pushpa 2 The Rule"") [TAMIL]",Sublahshini;Devi Sri Prasad;Viveka,24/11/24,247275,47,FALSE,"tamil indie,tamil dance,tamil pop,tollywood,kollywood,telugu pop",0.864,0.815,6,-6.089,0,0.137,0.282,0.177,0.0447,0.768,131.964,4
"Nain Matakka - From ""Baby John""","Nain Matakka (From ""Baby John"")",Thaman S;Diljit Dosanjh;Dhee;Irshad Kamil,25/11/24,222738,58,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,bhangra,punjabi pop,punjabi hip hop,desi,bollywood,hindi pop",0.764,0.963,9,-2.322,1,0.178,0.477,0.0000502,0.239,0.841,126.043,4
Shiva Thandavame,Saripodhaa Sanivaaram (Original Motion Picture Soundtrack),Jakes Bejoy;Sanapati Bharadwaj Patrudu,28/8/24,190000,59,FALSE,"malayalam pop,mollywood,malayalam hip hop,tollywood,telugu pop",0.286,0.734,9,-10.59,1,0.0861,0.0406,0.257,0.227,0.235,91.428,4
"Vidaamuyarchi Theme (From ""Vidaamuyarchi"")","Vidaamuyarchi Theme (From ""Vidaamuyarchi"")",Anirudh Ravichander,29/11/24,96521,45,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.7,0.832,2,-5.492,1,0.0444,0.0166,0.178,0.11,0.387,138.009,4
"Peelings (From ""Pushpa 2 The Rule"") [TELUGU]","Peelings (From ""Pushpa 2 The Rule"") [TELUGU]",Shankarr Babu Kandukoori;Laxmi Dasa;Devi Sri Prasad;Chandra Bose;Siju Thuravoor,1/12/24,247137,65,FALSE,"tollywood,telugu pop,tamil dance,tamil pop,kollywood,malayalam pop,mollywood",0.808,0.777,6,-7.329,0,0.0743,0.38,0.000207,0.0732,0.903,137.929,4
"Yennai Izhukkuthadi (From ""Kadhalikka Neramillai"")","Yennai Izhukkuthadi (From ""Kadhalikka Neramillai"")",A.R. Rahman;Dhee,22/11/24,228792,59,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil dance,tollywood",0.675,0.836,10,-5.695,1,0.0358,0.0115,0.0002,0.0965,0.637,128.009,4
"Ishq Mitaye (From ""Amar Singh Chamkila"")","Ishq Mitaye (From ""Amar Singh Chamkila"")",Mohit Chauhan;A.R. Rahman;Irshad Kamil,29/2/24,273561,43,FALSE,"bollywood,hindi pop,sufi,desi,tamil pop,kollywood",0.721,0.659,0,-5.398,0,0.0863,0.0854,0,0.0858,0.719,171.975,4
Morni,Morni,Badshah;Sharvi Yadav;Hiten,14/11/24,171935,64,FALSE,"bollywood,desi,desi hip hop,hindi pop,hindi hip hop,desi pop,punjabi pop,haryanvi pop,punjabi hip hop",0.841,0.839,1,-4.284,1,0.239,0.118,0,0.228,0.673,103.945,4
"Chikitu Vibe Promo (From ""Coolie"")","Chikitu Vibe Promo (From ""Coolie"")",Anirudh Ravichander;T. Rajendar,12/12/24,56791,50,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.844,0.763,1,-3.675,1,0.151,0.0331,0.2,0.0947,0.319,147.999,4
Mere Mehboob,Vicky Vidya Ka Woh Wala Video,Sachin-Jigar;Shilpa Rao;Sachet Tandon;Priya Saraiya,10/10/24,216054,64,FALSE,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,bhajan,devotional,desi pop",0.686,0.644,0,-4.921,0,0.0326,0.45,0,0.0682,0.908,125.017,4
Sajna Ve Sajna,Vicky Vidya Ka Woh Wala Video,Sunidhi Chauhan;Divya Kumar;Sandesh Shandilya;White Noise Collectives;Irshad Kamil,10/10/24,184171,30,FALSE,"bollywood,desi,hindi pop,gujarati garba,gujarati pop",0.8,0.875,8,-5.008,1,0.0738,0.483,0.000354,0.138,0.953,99.982,4
"Veera Dheera Theme - From ""Veera Dheera Sooran""","Veera Dheera Theme (From ""Veera Dheera Sooran"")",G. V. Prakash,12/12/24,92250,17,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood",0.487,0.687,7,-10.855,0,0.125,0.157,0.0445,0.0577,0.226,119.812,4
Kudukku,Love Action Drama,Shaan Rahman;Vineeth Sreenivasan;Manu Manjith,3/9/19,157609,56,FALSE,"mollywood,malayalam pop,malayalam hip hop",0.742,0.673,1,-8.048,1,0.0546,0.197,0,0.316,0.437,143.811,4
Oh Eesa - Club Mix,Aayirathil Oruvan (Original Motion Picture Soundtrack),G. V. Prakash;Karthik;Andrea Jeremiah;Big Nikk,10/6/09,302986,29,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,kannada pop,malayalam pop,mollywood",0.73,0.712,7,-10.675,1,0.0394,0.0255,0.378,0.217,0.271,130.001,4
"Beer Song - From ""Diesel""","Beer Song (From ""Diesel"")",Dhibu Ninan Thomas;Gana Guna;Rokesh,10/2/23,196431,64,FALSE,"tamil pop,kollywood,tamil dance",0.708,0.465,7,-10.267,0,0.12,0.509,0,0.397,0.723,145.992,3
Railin Oligal,Blue Star (Original Motion Picture Soundtrack),Govind Vasantha;Pradeep Kumar;Shakthisree Gopalan,22/1/24,157650,36,FALSE,"mollywood,tamil pop,kollywood,malayalam pop,malayalam hip hop",0.402,0.534,1,-9.397,0,0.0565,0.518,0.0000129,0.106,0.491,115.575,4
Salaar The Shourayanga,Salaar Pt. 1 - Ceasefire (Original Backgroud Score),Ravi Basrur,2/5/24,113572,53,FALSE,"kannada pop,sandalwood,tollywood",0.462,0.992,7,-8.265,1,0.0621,0.165,0.466,0.287,0.0383,74.992,4
Raa Macha Macha,Game Changer (Telugu),Thaman S;Anantha Sriram;Nakash Aziz,4/1/25,272771,44,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,bollywood,desi,hindi pop",0.69,0.983,0,-1.936,1,0.251,0.266,0.0000429,0.325,0.417,155.05,4
NaaNaa Hyraanaa,Game Changer (Telugu),Thaman S;Karthik;Shreya Ghoshal;Saraswati Putra Ramajogayya Sastry,4/1/25,272908,58,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,malayalam pop,mollywood,bollywood,hindi pop,desi,marathi pop,bangla pop",0.744,0.62,4,-7.949,0,0.0366,0.743,0.00628,0.277,0.382,97.976,4
Makkamishi,Brother (Original Motion Picture Soundtrack),Harris Jayaraj;Paal Dabba;Dacalty,21/9/24,254228,46,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tamil indie,malayalam hip hop",0.546,0.794,6,-5.673,0,0.484,0.248,0,0.125,0.746,72.154,4
"Sawadeeka (From ""Vidaamuyarchi"")","Sawadeeka (From ""Vidaamuyarchi"")",Anirudh Ravichander;Anthony Daasan;Arivu,27/12/24,204413,61,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,kannada pop,tamil indie,malayalam hip hop",0.761,0.703,11,-5.676,0,0.232,0.0242,0,0.0384,0.628,145.087,4
"Hukum Reloaded - Tamil (From ""Jailer 2"")","Hukum Reloaded - Tamil (From ""Jailer 2"")",Anirudh Ravichander,14/1/25,91764,54,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.57,0.889,6,-3.497,0,0.28,0.0146,0.00000291,0.236,0.373,101.909,4
Galvanize,Push The Button,The Chemical Brothers,1/1/05,393813,67,FALSE,"big beat,alternative dance,electronic,breakbeat",0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,4
Dum Masala,Guntur Kaaram,Thaman S;Sanjith Hegde;Mahesh Babu;Sreeleela;Meenakshii Chaudhary,7/11/23,206830,42,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,sandalwood",0.779,0.884,8,-7.333,1,0.0696,0.473,0.0000497,0.219,0.82,98.974,4
"Bhasad Macha - From ""Deva""","Bhasad Macha (From ""Deva"")",Vishal Mishra;Mika Singh;Jyotica Tangri;Raj Shekhar,11/1/25,201199,43,FALSE,"bollywood,hindi pop,desi",0.549,0.932,10,-3.65,0,0.241,0.163,0.000563,0.383,0.511,107.525,3
"Kannadi Poove (From ""Retro"")","Kannadi Poove (From ""Retro"")",Santhosh Narayanan;Vivek,13/2/25,261049,64,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance",0.434,0.465,9,-6.098,0,0.0538,0.662,0.0000199,0.089,0.569,173.853,4
Lift Yourself,Lift Yourself,Kanye West,29/4/18,147904,57,FALSE,rap,0.877,0.435,0,-8.131,1,0.136,0.0108,0.00000188,0.115,0.589,98.008,4
What I've Done,Minutes to Midnight (Deluxe Edition),Linkin Park,14/5/07,205447,36,FALSE,"nu metal,rap metal,rock,alternative metal",0.625,0.917,5,-5.576,1,0.0313,0.0135,0,0.16,0.305,120.093,4
Not Like Us,Not Like Us,Kendrick Lamar,4/5/24,274192,87,TRUE,"hip hop,west coast hip hop",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
Watermelon Sugar,Fine Line,Harry Styles,13/12/19,173991,86,FALSE,,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4
Good Bad Ugly Teaser Theme,Good Bad Ugly Teaser Theme,G. V. Prakash,8/3/25,78133,39,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood",0.515,0.778,6,-8.499,0,0.079,0.0313,0.792,0.339,0.117,97.524,4
Rise Of Dragon,Dragon (Original Motion Picture Soundtrack),Leon James;Anirudh Ravichander;Nadisha Thomas;El Fé Choir;Vignesh Shivan,21/2/25,210041,57,FALSE,"tamil pop,kollywood,tollywood,telugu pop,tamil dance,tamil hip hop",0.743,0.88,2,-4.77,1,0.218,0.258,0,0.118,0.693,90.004,4
"Hey Minnale (From ""Amaran"") (Tamil)","Hey Minnale (From ""Amaran"") (Tamil)",G. V. Prakash;Haricharan;Shweta Mohan;Karthik Netha,4/10/24,229811,64,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,mollywood,telugu pop,malayalam pop,kannada pop",0.683,0.609,0,-8.657,0,0.0383,0.263,0,0.375,0.423,106.024,4
Undiporaadhey,Hushaaru,Sid Sriram,1/10/18,173932,33,FALSE,"tollywood,telugu pop,tamil pop,kollywood",0.685,0.24,10,-8.65,0,0.0397,0.789,0.00000397,0.127,0.577,177.706,5
Vazhithunaiye,Dragon (Original Motion Picture Soundtrack),Leon James;Sid Sriram;Sanjana Kalmanje;Vignesh Shivan,21/2/25,218285,68,FALSE,"tamil pop,kollywood,tollywood,telugu pop,tamil dance",0.652,0.889,1,-5.434,0,0.137,0.298,0,0.173,0.71,104.848,4
Chillanjirukkiye,Lubber Pandhu (Original Motion Picture Soundtrack),Sean Roldan;Pradeep Kumar;Sivaangi Krishnakumar,28/8/24,247448,64,FALSE,"tamil pop,kollywood,tamil indie,tamil dance",0.559,0.496,10,-10.34,0,0.0667,0.531,0,0.09,0.531,117.63,3
"Pathikichu (From ""Vidaamuyarchi"")","Pathikichu (From ""Vidaamuyarchi"")",Anirudh Ravichander;Yogi Sekar;Amogh Balaji,19/1/25,208815,67,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.631,0.865,10,-4.096,1,0.254,0.0975,0,0.43,0.65,76.073,4
"Og Sambavam (From ""Good Bad Ugly"")","Og Sambavam (From ""Good Bad Ugly"")",G. V. Prakash;Adhik Ravi Chandran;Vishnu Edavan,18/3/25,198101,67,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood",0.785,0.882,9,-6.069,1,0.152,0.0726,0,0.616,0.569,127.061,4
Vaa Vaathi,Vaathi,G. V. Prakash;Shweta Mohan,10/11/22,225380,63,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,mollywood,malayalam pop,telugu pop",0.582,0.504,9,-8.423,0,0.05,0.355,0,0.86,0.428,90.899,4
"Uyir Pathikaama - From ""Vaa Vaathiyaar""","Uyir Pathikaama (From ""Vaa Vaathiyaar"")",Santhosh Narayanan;Vijaynarain;Aditya Ravindran;Vivek,14/2/25,207157,46,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance",0.861,0.528,7,-6.365,0,0.115,0.251,0.0000014,0.223,0.87,95.016,4
"Tune Maari Entriyaan (From ""Gunday"")",July Birthday Party,Sohail Sen;Vishal Dadlani;KK;Neeti Mohan;Bappi Lahiri;Irshad Kamil,1/7/20,312960,23,FALSE,"bollywood,hindi pop,desi,bangla pop",0.798,0.875,5,-5.277,0,0.19,0.163,0.0000388,0.035,0.663,126.668,4
Chup Chup Ke,Bunty Aur Babli,Shankar-Ehsaan-Loy;Sonu Nigam;Mahalakshmi Iyer;Gulzar,15/4/05,433920,52,FALSE,"bollywood,sufi,desi,hindi pop,kannada pop,sandalwood,marathi pop,ghazal",0.715,0.743,6,-7.491,0,0.0337,0.339,0.00217,0.0983,0.259,116.962,4
Kutti Puli Kootam,Thuppakki,Hariharan;Tippu,13/9/12,368549,60,FALSE,"bhajan,tamil pop,ghazal,kollywood,devotional,telugu pop,tamil dance,kannada pop,tollywood,sandalwood",0.801,0.866,9,-5.743,0,0.0504,0.0676,0.0253,0.155,0.627,123.999,4
Better Now,beerbongs & bentleys,Post Malone,27/4/18,231266,81,TRUE,,0.674,0.578,10,-5.804,1,0.0408,0.331,0,0.135,0.34,145.07,4
SAD!,?,XXXTENTACION,16/3/18,166605,80,TRUE,emo rap,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,10/12/18,239835,83,TRUE,"melodic rap,emo rap",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4
God's Plan,Scorpion,Drake,29/6/18,198973,85,TRUE,rap,0.754,0.449,7,-9.211,1,0.109,0.0332,0.0000829,0.552,0.357,77.169,4
Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Old Town Road (feat. RM of BTS) [Seoul Town Road Remix],Lil Nas X;RM;BTS,24/7/19,114133,58,FALSE,"k-pop,k-rap",0.89,0.513,1,-5.996,1,0.154,0.0706,0,0.102,0.61,136.02,4
Mo Bamba,MUDBOY,Sheck Wes,5/10/18,183906,74,TRUE,,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4
SICKO MODE,ASTROWORLD,Travis Scott,3/8/18,312820,83,TRUE,rap,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
"God Bless U (From ""Good Bad Ugly"")","God Bless U (From ""Good Bad Ugly"")",Anirudh Ravichander;Paal Dabba;G. V. Prakash;Rokesh,30/3/25,240224,58,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,tamil indie,malayalam hip hop",0.696,0.914,1,-5.457,1,0.231,0.111,0.00238,0.319,0.624,172.02,4
Chumma Kizhi,Darbar (Tamil) [Original Motion Picture Soundtrack],Anirudh Ravichander;S. P. Balasubrahmanyam;Vivek,30/3/20,230000,46,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,kannada pop,devotional,sandalwood",0.695,0.943,1,-4.895,0,0.235,0.322,0.000893,0.267,0.587,80.027,4
Thani Vazhi,Darbar (Tamil) [Original Motion Picture Soundtrack],Anirudh Ravichander;Shakthisree Gopalan;Yogi B,30/3/20,206624,46,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,tamil indie",0.611,0.959,7,-4.549,1,0.127,0.0602,0,0.0583,0.524,182.074,4
Kannula Thimiru,Darbar (Tamil) [Original Motion Picture Soundtrack],Anirudh Ravichander;Chandramukhi Muvvala;Priya Murthy Chadalawala;Rachana Mudraboyina;Yogi B;Syan;Senthuzhan,30/3/20,118042,48,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,tamil indie",0.629,0.604,5,-8.518,0,0.284,0.0911,0,0.204,0.4,66.532,4
Dumm Dumm,Darbar (Tamil) [Original Motion Picture Soundtrack],Anirudh Ravichander;Nakash Aziz,30/3/20,272500,39,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood,desi,hindi pop",0.735,0.936,8,-5.871,0,0.105,0.119,0.00299,0.0368,0.755,141.947,4
Tharam Maara Single,Darbar (Tamil) [Original Motion Picture Soundtrack],Anirudh Ravichander;Arjun Chandy,30/3/20,228500,44,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",0.685,0.895,3,-4.312,0,0.266,0.724,0,0.118,0.703,114.722,4
Oops!...I Did It Again,Oops!... I Did It Again,Britney Spears,16/5/00,211160,83,FALSE,pop,0.751,0.834,1,-5.444,0,0.0437,0.3,0.0000177,0.355,0.894,95.053,4
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,11/5/10,189109,82,FALSE,,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,4
The Life of Ram,96 (Original Motion Picture Soundtrack),Govind Vasantha;Pradeep Kumar,17/8/18,354285,62,FALSE,"mollywood,tamil pop,kollywood,malayalam pop,malayalam hip hop",0.496,0.488,1,-9.799,0,0.0306,0.277,0.00000239,0.183,0.347,83.945,4
"Ak - The Tiger (From ""Good Bad Ugly"")","Ak - The Tiger (From ""Good Bad Ugly"")",Darkkey;G. V. Prakash,9/4/25,203053,47,FALSE,"tamil hip hop,tamil dance,tamil pop,kollywood,tollywood",0.549,0.965,2,-6.116,1,0.0948,0.00605,0.644,0.0527,0.226,82.442,4
That’s So True,The Secret of Us (Deluxe),Gracie Abrams,18/10/24,166300,91,TRUE,,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4
Ranagalam,Good Bad Ugly [TAMIL],Smith Asher;Nixen;G. V. Prakash,10/4/25,194069,54,FALSE,"tamil indie,tamil hip hop,tamil pop,kollywood,tamil dance,tollywood",0.713,0.987,11,-5.399,0,0.0668,0.0692,0.00000859,0.385,0.595,109.965,4
"The One (From ""Retro"")","The One (From ""Retro"")",Sid Sriram;Santhosh Narayanan;SVDP;Vivek;The Indian Choral Ensemble,12/4/25,239110,64,FALSE,"tollywood,telugu pop,tamil pop,kollywood,tamil hip hop,tamil dance,tamil indie",0.468,0.801,0,-5.916,0,0.333,0.218,0.00000218,0.127,0.267,140.062,4
Manjal Veyil,Vettaiyaadu Vilaiyaadu (Original Motion Picture Soundtrack),Harris Jayaraj;Hariharan;Krishh;Nakkhul,8/3/06,353973,62,FALSE,"tamil pop,kollywood,tamil dance,bhajan,ghazal,devotional,telugu pop",0.897,0.642,0,-8.234,1,0.0485,0.0206,0.000046,0.201,0.893,119.975,4
Thottu Thottu,Ethirum Puthirum,Pushpavanam Kuppusamy;Swarnalatha,4/3/99,284289,60,FALSE,"tamil dance,devotional,tamil pop,kollywood",0.66,0.917,2,-6.333,0,0.0849,0.096,0.000672,0.116,0.534,94.988,4
Nodivalandava,The Villain (Original Motion Picture Soundtrack),Shreya Ghoshal;Armaan Malik;Prem Jogi;Arjun Janya,24/8/18,231628,52,FALSE,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,tollywood,telugu pop,sandalwood",0.57,0.722,7,-6.943,1,0.0489,0.776,0.000141,0.0758,0.573,91.925,4
Missing Me,Mahaan (Original Motion Picture Soundtrack),Santhosh Narayanan;Dhruv Vikram,9/2/22,181354,47,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood,telugu pop,tamil indie",0.66,0.75,1,-5.511,1,0.408,0.198,0.0000024,0.126,0.537,77.515,4
En Iniya Pon Nilave Pon,Moodu Pani,K. J. Yesudas,31/12/80,258360,46,FALSE,"malayalam pop,devotional,mollywood,tamil pop",0.466,0.526,0,-6.535,0,0.0489,0.958,0.204,0.0419,0.597,148.73,4
Sotta Sotta,Taj Mahal (Original Motion Picture Soundtrack),Srinivas;Vairamuthu,18/5/98,334550,57,FALSE,"tamil pop,tollywood,kollywood,malayalam pop,telugu pop,tamil dance",0.727,0.388,6,-11.828,1,0.0437,0.133,0,0.0698,0.582,95.018,4
Ulagam Oruvanukka,Kabali (Original Motion Picture Soundtrack),Santhosh Narayanan;Ananthu;Gana Bala;Roshan Jamrock,13/6/16,242868,55,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance,tamil indie",0.771,0.879,1,-4.532,1,0.27,0.116,0,0.169,0.642,104.969,4
April Maathathil,Vaali (Original Motion Picture Soundtrack),Deva;Unnikrishnan;Harini,1/1/99,328426,42,FALSE,"tamil pop,tamil dance,kollywood,kannada pop,telugu pop,tollywood",0.871,0.716,0,-8.787,1,0.0506,0.154,0.00238,0.0748,0.59,109.017,4
"Jinguchaa (From ""Thug Life"") (Tamil)","Jinguchaa (From ""Thug Life"") (Tamil)",A.R. Rahman;Kamal Haasan;Vaishali Samant;Shakthisree Gopalan;Adithya RK,18/4/25,260314,67,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil dance,marathi pop,desi pop,gujarati garba,tamil indie,telugu pop,tollywood",0.812,0.714,2,-6.288,1,0.218,0.0567,0.00000624,0.0577,0.68,138.612,4
Love Detox,Retro [TAMIL],Punya Selva;Suriya;Santhosh Narayanan;Arunraja Kamaraj,18/4/25,210114,41,FALSE,"tamil dance,kollywood,tamil pop,tamil hip hop",0.604,0.784,1,-4.153,1,0.347,0.376,0.000252,0.116,0.71,113.993,4
Edharkaga Marubadi,Retro [TAMIL],Punya Selva;Santhosh Narayanan;Vivek,18/4/25,257045,50,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance",0.535,0.299,0,-8.929,0,0.0309,0.977,0.00168,0.183,0.199,119.876,4
Lose Your Fkin Mind,Retro [TAMIL],Santhosh Narayanan;808Krshna,18/4/25,102093,43,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance,tamil indie",0.81,0.905,8,-5.928,0,0.0918,0.0688,0.572,0.0905,0.395,112.956,4
Maalayil Yaro Manathodu,Chatriyan (Original Motion Picture Soundtrack),Swarnalatha,1990,331306,51,FALSE,"tamil pop,tamil dance,kollywood",0.667,0.341,6,-10.543,0,0.0284,0.812,0.0438,0.233,0.6,114.519,4
